"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text__type","messages__text__text","messages__text","messages__text__href","messages__photo","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","","","","","","","","","","","","","","bold","СМС: ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","phone","+420731305473","","","","","","","","","","","","","","",""
"","","","7574","message","2020-08-09T08:44:54","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","Мы усилили наш прокси сервер для пользователей из Беларуси\n\n","","","","","","","","","Telegram Info","","","","","",""
"","","","","","","","","","","","","","","","","","","Много лет мы планомерно выступаем за свободу слова в сети и свободу доступа к информации в Telegram. Сегодня в Беларуси важный день, и мы обязаны помочь белоруским пользователям в такой сложный момент. Поэтому ширина потока ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","нашего прокси","","https://t.me/proxy?server=tginfo-proxy.duckdns.org&port=443&secret=7jszQ18ikM72HpQcp2f4sqlzMy5hbWF6b25hd3MuY29t","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," была увеличена более чем в 15 раз.\n\nБолее 12 000 пользователей из Беларуси воспользовались нашим прокси сервером за сегодня. Десятки и сотни тысяч используют другие прокси серверы, поэтому призываем их держателей также расширить расширить каналы, чтобы помочь с доступом к информации беларусам.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Telegram Info","","https://t.me/tginfo","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," тем временем преодолел порог в ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","40 000","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," подписчиков. Спасибо вам, и Жыве Беларусь!","","","","","","","","","","","","","",""
"","","","7575","message","2020-08-09T08:48:25","2020-08-09T08:48:44","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1080","1080","bold","СРОЧНО! \nСАЙТ «ГОЛОСА» ПОДМЕНИЛИ\n\n","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Текст:\n❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Срочно","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","❗️\nБеларускую версию сайта платформы «Голос» подменили.\nПерходя по старой ссылке, вы попадаете на сайт-заглушку, которая просит вас оставить свой номер телефона.\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Новый адрес «Голоса»","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," — ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","link","bit.ly/golos_pro","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",".\n\nНЕ используйте старый сайт «Голоса», находясь в Беларуси.\nНЕ оставляйте свои данные на фейковом сайте.\nОтправляйте фото своих бюллтеней ТОЛЬКО через чат-боты.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Напоминаем правильные адреса:\nТелеграм","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",": ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","mention","@golosby_bot","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Вайбер","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",": viber://pa?chatURI=golos-by\n\nБолее 1 миллиона пользователей, которые уже были зарегистрированы на платформе, в безопасности. Их данным ничего не угрожает, а фото бюллетеней по-прежнему можно отправлять через мессенджер.\n\nЕщё раз. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Отправляем фотографии ТОЛЬКО через чат-бот. НЕ оставляем свой номер телефона на сайте.\n\nРасскажите друзьям, раскидайте в чаты, предупредите родителей.\nСпасибо.\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ\n","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","СМС: ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","phone","+420731305473","","","","","","","","","","","","","","",""
"","","","7576","message","2020-08-09T09:53:18","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","⚡️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Информация ЦИК на 16:00\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Проголосовало 73,40% избирателей.\n\nВ Гомельской области - 81,87%\nМогилёвская - 80,29%\nБрестской - 75,11%\nВитебской - 75,5%\nГродненской - 75,66%\nМинской - 72,30%\nВ Минске - 58,79%.","","","","","","","","","","","","","",""
"","","","7577","message","2020-08-09T10:02:36","2020-08-09T10:03:57","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","720","481","bold","На бюллетене — фаллический символ. На избирательном участке в Минске прошла художественная акция","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
