"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__edited","messages__text__href","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","","","","text_link","на сайце","","https://spring96.org/be/news/98891","","","","","","","","","","","","","",""
"","","","","","","",""," і ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","ў табліцы","","https://cutt.ly/Ud21CaW","","","","","","","","","","","","","",""
"","","","","","","",""," (працуе праз psiphon)\n\n👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Спіс затрыманых у іншых гарадах краіны:","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","на сайце","","https://spring96.org/be/news/98892","","","","","","","","","","","","","",""
"","","","","","","",""," і ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","ў табліцы","","https://docs.google.com/spreadsheets/d/10uXOUL_4OCPocSLk7yVi6aXawqSI1xWTUWHTfCDH8LY/edit?usp=sharing","","","","","","","","","","","","","",""
"","","","","","","",""," (працуе праз psiphon)\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","Таксама прадублюем спісы ў тэлеграме ў наступных пастах.","","","","","","","","","","","","","","","",""
"","","","1972","message","2020-08-10T04:08:57","Вясна / Правы чалавека ў Беларусі","9636739710","","text_link","​","","https://telegra.ph/file/d1ac8b489070b848aa750.jpg","By_Help","","","","","","","","","","","","",""
"","","","","","","","","​КРОВЬ, ВЗРЫВЫ И СТРЕЛЬБА\n\nКогда ""праздник"" для одного человека превращается в горе для остальных - есть ли право у этого человека говорить о том что 80% избирателей поддерживают это горе? Этот вопрос не требует ответа, он очевиден. Но, ответа требуют другие вопросы:\n\n1) ПОМОЩЬ РАНЕНЫМ\n\nКампания ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@BY_help","","","","","","","","","","","","","","","",""
"","","","","","","",""," собирает информацию о количестве раненых и погибших манифестантов в столкновениях с милицией, если известны случаи. Часть средств с основного сбора мы планируем направить на помощь людям, которые пострадали от действий силовиков. Если вам что-то известно о погибших и раненых участниках мирного протеста, присылайте эту информацию.\n\nК сожалению, опыт подсказывает что люди попавшие в больницы легко становятся фигурантами уголовных дел. Мы не можем оставить их наедине с бедой - потерей здоровья и свободы.\n\n2) СОТНИ АРЕСТОВАННЫХ\n\nСобытия в стране развиваются стремительно, точно так же растет количество арестов. Все они потом превратятся в огромные штрафы, сутки и уголовные дела. А это значит, что наш сбор еще долго будет актуален.\n\nНаша солидарность сильнее репрессий!\n\nВаши донат, лайк и репост - это вклад в общую копилку солидарности.\n➡️ ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","www.belarus97.pro","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ByHelp","","","","","","","","","","","","","","","",""
"","","","1973","message","2020-08-10T04:59:52","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","❗️Па стане на 12.00 10 жніўня ""Вясне"" вядома пра як мінімум 300 затрыманых па Беларусі за 9 жніўня.\n\n","2020-08-13T04:34:27","","","","","","","","","","","","","","",""
"","","","","","","","","▪️З іх вядомы прозвішчы больш чым ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","130 затрыманых падчас акцыі пратэсту","","","","","","","","","","","","","","","",""
"","","","","","","",""," ў Мінску.\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","❗️Збор інфармацыі пра затрыманых працягваецца. Таму калі","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","вашых блізкіх затрымалі, спрабуйце паведаміць нам праз тэлеграм-бот @viasna_bot","","","","","","","","","","","","","","","",""
