"name","type","id","messages__id","messages__type","messages__date","messages__actor","messages__actor_id","messages__action","messages__title","messages__text","messages__members__-","messages__from","messages__from_id","messages__text__type","messages__text__text","messages__reply_to_message_id","messages__photo","messages__width","messages__height","messages__file","messages__mime_type","messages__edited","messages__forwarded_from","messages__message_id","messages__text__href","messages__thumbnail","messages__text__user_id","messages__media_type","messages__sticker_emoji","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","","","","","","","","Срок для проверки подписей – 1 месяц. Далее подписные листы передаются в ЦИК, где в течение 15 дней могут быть проверены повторно.\n⠀\n9️⃣ ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","bold","Назначение ЦИК даты голосования по отзыву депутата.\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","Дата голосования – не раньше месяца и не позднее двух месяцев с даты принятия такого решения ЦИК.\n⠀\nВ ближайшее время мы расскажем подробнее об этом процессе и о наших депутатаx тоже. \n\n","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","","","","","","","","","","","",""
"","","","118","message","2020-08-25T04:14:23","","","","","предлагаю закрепить сообщение выше в шапке чата ","","AY","4700022086","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","mention","@tatsianaBelikova","","","","","","","","","","","","","","","","","","","","",""
"","","","119","message","2020-08-25T04:16:02","","","","","Прежде чем отзывать депутата нужно ещё пройти 6 этапов.\nНо подписи можно собирать уже - параллельно)\nПроцедура не простая и долгая.","","Ты","4539051953","","","","","","","","","","","","","","","","","","","","","","",""
"","","","120","message","2020-08-25T04:18:04","","","","","Сначала нужны всё равно подписи на первом заявлении, которое сейчас обсуждается \nА собирать заранее подписи об отзыве депутата не нужно, так как там проставляется дата, она должна соответствовать периоду сбору подписей (это будет только после регистрации инициативной группы)","","Olga Ilyina","4558799144","","","","","","","","","2020-08-25T04:18:17","","","","","","","","","","","","","",""
"","","","121","service","2020-08-25T04:20:43","Uliana Melnik","4620445211","invite_members","","","Uliana Melnik","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","122","service","2020-08-25T04:36:08","Ольга","5236570961","invite_members","","","Ольга","","","","","","","","","","","","","","","","","","","","","","","","",""
