"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__text__href","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","9501","message","2020-08-25T10:14:58","NEXTA Live","10003210496","","","","⚡️","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Ольга Ковалькова, член президиума КС — 10 суток ареста!","","","","","","","","","","","","","","",""
"","","","9502","message","2020-08-25T10:18:57","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","959","912","Явка на митинг ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","ябатек","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," — обязательна. Во всяком случае, именно так считает руководство Ошмянского района.\n\nОх уж эта старая-добрая принудительная поддержка диктатора!","","","","","","","","","","","","","","","","",""
"","","","9503","message","2020-08-25T10:27:01","NEXTA Live","10003210496","","1280","720","❗️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","78","","","","","","","","",""
"","","","","","","","","","","","","bold","Обращение президента Тихановской к Европарламенту!\n \n«Мы больше не оппозиция. Мы – большинство. В Беларуси проходит мирная революция. Это демократическая революция. Это стремление народа свободно и справедливо избирать своих лидеров и решать свою судьбу».\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Видео: DW","","","","","","","","","","","","","","",""
"","","","9504","message","2020-08-25T10:36:38","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","853","‼️","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","МИНСК! 18:00! ДЕНЬ НЕЗАВИСИМОСТИ НА ПЛОЩАДИ НЕЗАВИСИМОСТИ!","","","","","","","","","","","","","","",""
"","","","9505","message","2020-08-25T11:05:00","NEXTA Live","10003210496","","1080","1920","Примерно 20 минут назад были задержаны сотрудники ОАО «Гродно Азот». Инцидент произошёл в не рабочее время. Работники просто прогуливались по городу, как вдруг к ним подъехал автобус, наполненный сотрудниками милиции и тихарями. Задержано более 20 человек. Все они сейчас находятся в РОВД.\n\nПодробности выясняются.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","39","","","","","","","","",""
"","","","9506","message","2020-08-25T11:21:43","NEXTA Live","10003210496","","","","","bold","⚡️Сообщают о значительных проблемах с доступом в интернет в центре Минска.","","","","","","","","","","","","","","",""
"","","","9507","message","2020-08-25T11:27:31","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1276","956","В Минске на площади Независимости начинают собираться участники митинга в честь неофициального Дня независимости — 25 августа 1991 года Белорусская ССР приняла декларацию о государственном суверенитете \n\nФото: «Медиазона»","","","","","","","","","","","Медиазона. Беларусь","","","","","",""
"","","","9508","message","2020-08-25T11:36:58","NEXTA Live","10003210496","","1280","720","Всё больше людей собирается на площади Независимости!\n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","","","",""
"","","","","","","","","","","","","italic","Видео: TUT.by","","","","","","","","","","","","","","",""
"","","","9509","message","2020-08-25T11:45:34","NEXTA Live","10003210496","","720","1280","Люди собираются на празднование Дня Независимости в центре Минска.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","","","",""
"","","","9510","message","2020-08-25T11:50:36","NEXTA Live","10003210496","","464","848","На Площади из городских громкоговорителей снова включили заунывную музыку, чтобы подпортить настроение людям.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","43","","","","","","","","",""
"","","","9511","message","2020-08-25T11:51:46","NEXTA Live","10003210496","","480","270","Лукашисты включили музыку из административного здания напротив, но люди отреагировали моментально","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","",""
"","","","9512","message","2020-08-25T12:02:33","NEXTA Live","10003210496","","","","⚡️","","","","","","","","","","9505","","","","","","",""
"","","","","","","","","","","","","bold","Гродно! Прямо в эти минуты люди начинают подходить к зданию РОВД на улице Гая, 4, чтобы потребовать освобождения задержанных рабочих ГродноАзота!","","","","","","","","","","","","","","",""
"","","","9513","message","2020-08-25T12:05:19","NEXTA Live","10003210496","","","","","bold","Прямая трансляция с Площади здесь","","","","","","","","","","","","","","",""
"","","","","","","","","","","","!\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://youtu.be/YpMessL4bGw","","","","","","","","","","","","","","",""
"","","","9514","message","2020-08-25T12:14:04","NEXTA Live","10003210496","","720","1280","В Гродно под зданием РОВД на улице Гая начинает собираться всё больше людей!","","","2020-08-25T12:52:41","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","9512","","","","","","",""
"","","","9515","message","2020-08-25T12:31:42","NEXTA Live","10003210496","","720","1280","В Новополоцке День Независимости отмечают шествием! А что делают в вашем городе?","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","","","",""
"","","","9516","message","2020-08-25T12:36:44","NEXTA Live","10003210496","","640","360","Кто-то из участников митинга на Независимости организовал целый бесплатный фудкорт для всех желающих. Солидарность беларусов не знает границ!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","МАЯ КРАІНА БЕЛАРУСЬ","","","","","",""
"","","","9517","message","2020-08-25T12:37:18","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","Очередь в столичную гимназию № 6 для сбора подписей ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link","по отзыву «депутата» Геннадия Дывыдько","","","","","","","https://t.me/nexta_tv/3837","","","","","","","",""
"","","","9518","message","2020-08-25T12:41:30","NEXTA Live","10003210496","","848","848","В Лиде тоже шествие!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","","",""
"","","","9519","message","2020-08-25T12:41:40","NEXTA Live","10003210496","","","","АДОВЫЙ прямой эфир с митинга лукашистов!\n\n","","","2020-08-25T12:47:18","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://youtu.be/3Rf0QAUn9-s","","","","","","","","","","","","","","",""
"","","","9520","message","2020-08-25T12:47:48","NEXTA Live","10003210496","","1280","720","Эмоциональная речь мужчины на площади Независимости в Минске.\n\n«Где же вы? Неужто вы трусы?»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","96","","","TUT.BY новости","","","","","",""
"","","","9521","message","2020-08-25T12:50:48","NEXTA Live","10003210496","","1280","720","Брест!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","","",""
"","","","9522","message","2020-08-25T12:53:43","NEXTA Live","10003210496","","1440","1440","Бывает и так ☺️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","2","","","","","","","","",""
"","","","9523","message","2020-08-25T13:00:30","NEXTA Live","10003210496","","","","Всех задержанных отпустили. Их ждёт суд.","","","","","","","","","","9514","","","","","","",""
"","","","9524","message","2020-08-25T13:00:58","NEXTA Live","10003210496","","1920","1080","В Лиде очень круто!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","","","","",""
"","","","9525","message","2020-08-25T13:02:45","NEXTA Live","10003210496","","360","640","И в Минске красота!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","","","","",""
"","","","9526","message","2020-08-25T13:24:34","NEXTA Live","10003210496","","1280","720","Плошча ❤️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","",""
"","","","9527","message","2020-08-25T13:42:27","NEXTA Live","10003210496","","720","1280","Женщина читает стихи на белорусском языке, на акции солидарности с народом Беларуси в Санкт-Петербурге.❤️","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","54","","","","","","","","",""
"","","","9528","message","2020-08-25T14:07:12","NEXTA Live","10003210496","","640","360","","italic","«Это наш город!»\n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","","",""
"","","","","","","","","","","","В Бресте люди самоорганизовались и пошли маршем по бульвару Космонавтов.","","","","","","","","","","","","","","","","",""
"","","","9529","message","2020-08-25T14:22:33","NEXTA Live","10003210496","","1280","720","Сообщают о случайных задержаниях после акции на Площади. \n\nНе ходите по-одному и не отдавайте задержанных!","","","2020-08-25T14:25:27","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","","","","","","","","",""
"","","","9530","message","2020-08-25T14:39:46","NEXTA Live","10003210496","","720","1280","В Гродно задержан как минимум один человек. ОМОН помог тихарям отбиться от людей, которые пытались защитить мужчину.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","","","","",""
"","","","9531","message","2020-08-25T14:46:05","NEXTA Live","10003210496","","720","1280","Вот тут видно, как люди пробовали отбивать своих от карателей в Гродно","","","2020-08-25T14:49:22","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","67","","","","","","","","",""
"","","","9532","message","2020-08-25T14:51:31","NEXTA Live","10003210496","","1080","1920","Как похорошела Каменная Горка!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","","","","","","","",""
"","","","9533","message","2020-08-25T15:28:54","NEXTA Live","10003210496","","","","","","","","","","","","","","","","Из какой вы страны? (анонимный опрос)","False","731439","Беларусь","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","Россия","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","Украина","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","Казахстан","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","Другая страна","0","False"
"","","","9534","message","2020-08-25T17:51:29","NEXTA Live","10003210496","","","","","bold","Подведём итоги этого вторника:\n\n","","","","","","","","","Беларусь головного мозга","","","","","",""
"","","","","","","","","","","","- Оккупанты стремительно ведут экономику страны к краху. На сегодняшних торгах ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","был установлен рекордный спрос на валюту за последние 4,5 года.","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Также за последние две недели ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","более чем в 2,5 раза","","","","","","","","","","","","","","",""
